,User-ID,User-Age,num_ratings
337,3282,52.0,10
338,3289,38.0,1
339,3293,19.0,2
340,3296,63.0,1
341,3300,49.0,1
342,3305,26.0,1
343,3326,37.0,2
344,3331,60.0,9
345,3332,54.0,1
346,3344,61.0,5
347,3346,20.0,23
348,3350,23.0,4
349,3355,19.0,1
350,3363,29.0,44
351,3371,25.0,30
352,3373,30.0,24
353,3374,47.0,2
354,3379,16.0,1
355,3393,55.0,1
356,3416,34.0,4
357,3418,14.0,7
358,3427,50.0,3
359,3445,45.0,1
360,3460,32.0,1
361,3467,36.0,3
362,3472,24.0,2
363,3481,49.0,2
364,3488,21.0,1
365,3505,30.0,1
366,3508,46.0,1
367,3509,29.0,1
368,3514,22.0,1
369,3538,31.0,2
370,3543,37.0,3
371,3544,58.0,1
372,3546,27.0,1
373,3556,68.0,12
374,3573,32.0,1
375,3578,25.0,9
376,3580,44.0,2
377,3594,48.0,6
378,3601,33.0,2
379,3605,28.0,3
380,3632,33.0,1
381,3655,33.0,1
382,3669,34.0,3
383,3675,24.0,7
384,3679,25.0,1
385,3693,23.0,5
386,3694,16.0,1
387,3709,30.0,2
388,3719,18.0,11
389,3728,40.0,2
390,3752,44.0,3
391,3756,44.0,1
392,3771,17.0,1
393,3775,57.0,4
394,3789,25.0,1
395,3792,12.0,1
396,3799,18.0,2
397,3816,33.0,1
398,3817,29.0,7
399,3821,36.0,1
400,3827,23.0,46
401,3840,46.0,12
402,3865,25.0,1
403,3869,38.0,1
404,3884,64.0,1
405,3910,25.0,1
406,3917,25.0,19
407,3921,45.0,1
408,3930,47.0,1
409,3938,37.0,1
410,3939,53.0,2
411,3954,24.0,1
412,3975,29.0,1
413,3977,63.0,3
414,3999,71.0,1
415,4017,48.0,108
416,4035,60.0,2
417,4051,37.0,1
418,4066,31.0,4
419,4091,77.0,7
420,4092,27.0,7
421,4096,38.0,1
422,4098,30.0,6
423,4107,19.0,2
424,4122,24.0,1
425,4131,51.0,7
426,4138,20.0,3
427,4144,31.0,3
428,4157,39.0,12
429,4165,53.0,1
430,4169,57.0,2
431,4179,18.0,3
432,4181,44.0,1
433,4183,57.0,1
434,4185,63.0,1
435,4187,35.0,2
436,4188,34.0,1
437,4191,26.0,2
438,4197,61.0,10
439,4198,14.0,1
440,4223,28.0,7
441,4225,33.0,4
442,4228,41.0,4
443,4260,31.0,2
444,4278,40.0,1
445,4285,50.0,1
446,4333,17.0,1
447,4334,38.0,10
448,4339,33.0,1
449,4343,38.0,1
450,4365,19.0,4
451,4370,46.0,1
452,4375,32.0,1
453,4385,33.0,24
454,4420,24.0,3
455,4433,17.0,3
456,4435,30.0,1
457,4444,29.0,1
458,4497,25.0,1
459,4516,66.0,1
460,4524,26.0,1
461,4539,44.0,1
462,4541,32.0,3
463,4547,24.0,1
464,4570,40.0,4
465,4571,23.0,3
466,4573,32.0,1
467,4591,21.0,1
468,4600,32.0,8
469,4622,18.0,10
470,4714,22.0,1
471,4720,30.0,1
472,4769,35.0,1
473,4784,21.0,2
474,4785,30.0,15
475,4795,18.0,12
476,4802,28.0,4
477,4821,44.0,3
478,4823,37.0,1
479,4864,30.0,2
480,4870,39.0,1
481,4886,41.0,1
482,4896,18.0,4
483,4900,26.0,2
484,4938,30.0,14
485,4947,32.0,1
486,4948,42.0,1
487,4972,26.0,1
488,4973,29.0,1
489,4980,21.0,1
490,4994,16.0,1
491,4995,33.0,1
492,4999,54.0,2
493,5012,21.0,1
494,5027,31.0,2
495,5034,21.0,1
496,5037,26.0,14
497,5049,32.0,1
498,5055,15.0,2
499,5062,22.0,1
500,5079,29.0,1
501,5100,36.0,1
502,5102,31.0,1
503,5126,53.0,1
504,5127,33.0,4
505,5146,28.0,1
506,5151,24.0,1
507,5158,21.0,3
508,5162,66.0,1
509,5170,18.0,1
510,5173,32.0,1
511,5186,50.0,1
512,5204,24.0,2
513,5207,34.0,3
514,5208,20.0,2
515,5209,48.0,8
516,5223,36.0,1
517,5225,27.0,4
518,5285,38.0,1
519,5286,18.0,5
520,5287,22.0,4
521,5294,22.0,3
522,5296,34.0,2
523,5331,26.0,4
524,5333,49.0,4
525,5350,20.0,5
526,5358,52.0,1
527,5359,55.0,1
528,5361,72.0,1
529,5375,47.0,3
530,5376,41.0,1
531,5385,30.0,8
532,5426,32.0,1
533,5429,51.0,1
534,5439,66.0,9
535,5448,14.0,7
536,5451,24.0,1
537,5452,26.0,4
538,5463,31.0,1
539,5469,26.0,1
540,5483,20.0,1
541,5490,33.0,1
542,5499,60.0,25
543,5506,19.0,2
544,5539,32.0,14
545,5543,29.0,9
546,5553,23.0,1
547,5562,26.0,1
548,5576,23.0,1
549,5581,22.0,1
550,5582,26.0,86
551,5585,39.0,1
552,5591,58.0,1
553,5599,38.0,1
554,5604,48.0,2
555,5609,25.0,5
556,5634,25.0,1
557,5639,34.0,4
558,5644,23.0,1
559,5665,40.0,5
560,5674,15.0,3
561,5702,14.0,1
562,5704,45.0,1
563,5709,15.0,5
564,5710,28.0,1
565,5722,23.0,5
566,5728,22.0,8
567,5737,44.0,3
568,5741,20.0,8
569,5766,40.0,3
570,5770,37.0,1
571,5774,32.0,1
572,5775,34.0,1
573,5782,62.0,1
574,5783,32.0,4
575,5784,60.0,1
576,5790,34.0,2
577,5792,16.0,3
578,5816,19.0,1
579,5830,19.0,1
580,5834,26.0,3
581,5860,41.0,1
582,5861,17.0,2
583,5867,24.0,1
584,5868,47.0,1
585,5875,15.0,2
586,5899,25.0,8
587,5903,25.0,14
588,5912,24.0,2
589,5916,31.0,1
590,5920,35.0,5
591,5922,19.0,1
592,5956,27.0,3
593,5958,37.0,2
594,5963,38.0,7
595,5968,38.0,1
596,5971,34.0,1
597,5988,49.0,2
598,5990,43.0,1
599,5998,32.0,3
600,6017,15.0,2
601,6018,38.0,2
602,6022,18.0,1
603,6051,33.0,2
604,6066,35.0,1
605,6073,28.0,39
606,6074,30.0,2
607,6083,39.0,1
608,6096,26.0,1
609,6102,28.0,5
610,6112,16.0,3
611,6114,40.0,1
612,6120,36.0,1
613,6124,26.0,1
614,6139,24.0,4
615,6142,40.0,1
616,6173,16.0,1
617,6184,13.0,2
618,6193,17.0,1
619,6207,23.0,1
620,6226,40.0,1
621,6247,26.0,1
622,6251,32.0,118
623,6252,32.0,1
624,6253,39.0,2
625,6261,46.0,1
626,6263,19.0,1
627,6265,69.0,3
628,6274,22.0,1
629,6280,46.0,9
630,6285,70.0,1
631,6295,30.0,1
632,6298,52.0,1
633,6302,69.0,1
634,6312,32.0,1
635,6318,24.0,1
636,6323,35.0,37
637,6330,37.0,3
638,6333,45.0,7
639,6336,41.0,2
640,6338,18.0,2
641,6339,16.0,1
642,6345,29.0,9
643,6347,19.0,4
644,6349,66.0,1
645,6360,21.0,2
646,6364,32.0,1
647,6366,20.0,7
648,6368,26.0,2
649,6394,43.0,1
650,6397,59.0,1
651,6398,20.0,5
652,6400,38.0,1
653,6431,30.0,10
654,6432,21.0,3
655,6440,25.0,1
656,6445,29.0,1
657,6450,26.0,2
658,6456,25.0,1
659,6462,22.0,1
660,6466,44.0,2
661,6472,31.0,1
662,6492,35.0,2
663,6501,25.0,4
664,6505,56.0,3
665,6509,37.0,4
666,6516,22.0,1
667,6535,26.0,1
668,6537,28.0,11
669,6543,34.0,114
670,6545,25.0,1
671,6563,31.0,54
672,6564,37.0,9
673,6574,62.0,2
674,6577,62.0,12
675,6582,35.0,3
676,6592,37.0,1
677,6604,48.0,3
678,6608,23.0,1
679,6611,22.0,13
680,6629,19.0,1
681,6635,22.0,1
682,6637,30.0,3
683,6652,41.0,1
684,6662,31.0,13
685,6670,54.0,1
686,6671,54.0,7
687,6680,17.0,4
688,6682,16.0,1
689,6697,36.0,1
690,6698,20.0,1
691,6700,21.0,3
692,6704,32.0,1
693,6710,30.0,1
694,6724,26.0,1
695,6731,29.0,3
696,6761,53.0,1
697,6766,66.0,1
698,6768,35.0,1
699,6769,56.0,8
700,6781,22.0,5
701,6795,31.0,1
702,6797,53.0,2
703,6815,24.0,2
704,6820,46.0,1
705,6831,14.0,1
706,6840,17.0,4
707,6855,41.0,1
708,6858,21.0,1
709,6865,40.0,5
710,6866,51.0,3
711,6871,28.0,3
712,6873,75.0,1
713,6884,25.0,4
714,6889,20.0,1
715,6893,20.0,2
716,6894,20.0,4
717,6900,25.0,3
718,6906,63.0,4
719,6917,39.0,1
720,6924,42.0,1
721,6929,22.0,1
722,6931,44.0,1
723,6940,32.0,1
724,6941,17.0,2
725,6966,42.0,1
726,6968,28.0,2
727,6969,29.0,1
728,6990,29.0,1
729,6998,33.0,1
730,7000,14.0,2
731,7002,32.0,1
732,7010,27.0,1
733,7021,39.0,1
734,7033,29.0,3
735,7035,42.0,1
736,7053,29.0,2
737,7055,64.0,1
738,7056,31.0,5
739,7065,37.0,1
740,7072,11.0,2
741,7084,22.0,2
742,7119,66.0,2
743,7125,28.0,52
744,7128,8.0,1
745,7134,23.0,14
746,7156,20.0,1
747,7158,30.0,41
748,7160,24.0,1
749,7181,24.0,1
750,7194,25.0,1
751,7197,36.0,1
752,7202,21.0,1
753,7215,34.0,1
754,7218,31.0,1
755,7248,22.0,2
756,7253,32.0,2
757,7283,30.0,24
758,7286,28.0,22
759,7301,25.0,1
760,7303,29.0,1
761,7306,29.0,1
762,7312,23.0,9
763,7318,34.0,3
764,7319,23.0,3
765,7338,33.0,4
766,7346,49.0,221
767,7348,24.0,2
768,7352,53.0,11
769,7364,26.0,1
770,7371,26.0,12
771,7377,41.0,1
772,7384,28.0,4
773,7392,34.0,1
774,7398,19.0,1
775,7400,22.0,1
776,7403,14.0,1
777,7418,34.0,1
778,7424,32.0,1
779,7429,73.0,1
780,7431,25.0,1
781,7440,25.0,1
782,7441,19.0,1
783,7454,29.0,2
784,7467,26.0,1
785,7469,18.0,1
786,7474,50.0,1
787,7482,49.0,2
788,7495,43.0,1
789,7500,20.0,1
790,7507,24.0,1
791,7523,35.0,1
792,7524,27.0,1
793,7526,33.0,1
794,7547,36.0,1
795,7548,25.0,1
796,7552,25.0,1
797,7557,23.0,2
798,7569,22.0,6
799,7573,22.0,1
800,7576,38.0,1
801,7614,24.0,2
802,7620,21.0,10
803,7629,21.0,3
804,7630,49.0,2
805,7637,28.0,1
806,7650,21.0,3
807,7651,21.0,5
808,7680,57.0,1
809,7712,26.0,1
810,7744,34.0,1
811,7769,30.0,1
812,7784,35.0,1
813,7819,27.0,1
814,7820,20.0,1
815,7825,22.0,1
816,7864,17.0,7
817,7874,25.0,1
818,7875,19.0,1
819,7877,41.0,2
820,7881,23.0,1
821,7882,34.0,1
822,7887,23.0,10
823,7893,44.0,2
824,7908,18.0,1
825,7909,56.0,1
826,7913,43.0,7
827,7924,62.0,1
828,7928,39.0,3
829,7936,51.0,1
830,7942,17.0,1
831,7958,27.0,18
832,7962,54.0,5
833,7965,15.0,1
834,7980,34.0,7
835,7983,26.0,3
836,7984,30.0,1
837,8006,34.0,1
838,8016,38.0,1
839,8067,26.0,88
840,8073,50.0,1
841,8094,13.0,4
842,8095,22.0,5
843,8103,26.0,1
844,8104,22.0,1
845,8134,28.0,1
846,8142,37.0,1
847,8154,36.0,1
848,8167,39.0,8
849,8186,33.0,2
850,8189,24.0,3
851,8201,37.0,4
852,8219,25.0,1
853,8220,34.0,1
854,8225,25.0,1
855,8234,44.0,15
856,8238,31.0,1
857,8240,50.0,1
858,8245,31.0,80
859,8250,34.0,5
860,8253,26.0,57
861,8255,47.0,8
862,8268,35.0,2
863,8278,22.0,2
864,8284,28.0,8
865,8296,28.0,1
866,8308,22.0,1
867,8309,44.0,1
868,8313,36.0,4
869,8314,36.0,7
870,8318,25.0,1
871,8323,48.0,9
872,8344,35.0,3
873,8346,64.0,2
874,8361,23.0,1
875,8362,28.0,22
876,8370,33.0,2
877,8380,19.0,3
878,8381,37.0,1
879,8383,19.0,1
880,8453,47.0,1
881,8473,22.0,2
882,8475,36.0,1
883,8487,30.0,5
884,8530,16.0,1
885,8541,68.0,1
886,8570,23.0,6
887,8580,19.0,1
888,8613,69.0,2
889,8630,45.0,1
890,8652,16.0,2
891,8657,27.0,1
892,8660,25.0,3
893,8672,17.0,2
894,8674,29.0,2
895,8681,34.0,71
896,8685,32.0,1
897,8687,28.0,5
898,8699,72.0,1
899,8706,48.0,1
900,8720,31.0,1
901,8730,59.0,1
902,8739,51.0,1
903,8753,45.0,1
904,8759,17.0,2
905,8762,22.0,1
906,8765,60.0,2
907,8772,26.0,1
908,8801,24.0,13
909,8807,42.0,3
910,8815,23.0,1
911,8843,29.0,1
912,8853,22.0,1
913,8855,26.0,3
914,8856,31.0,2
915,8858,33.0,1
916,8864,26.0,12
917,8870,45.0,9
918,8872,65.0,16
919,8874,23.0,1
920,8890,47.0,11
921,8930,78.0,5
922,8931,31.0,1
923,8933,23.0,1
924,8935,35.0,7
925,8936,18.0,24
926,8937,37.0,14
927,8952,39.0,1
928,8955,42.0,4
929,8961,28.0,4
930,8966,24.0,1
931,8971,27.0,8
932,8988,37.0,1
933,9016,28.0,2
934,9030,39.0,1
935,9094,14.0,6
936,9105,39.0,1
937,9123,28.0,1
938,9139,17.0,6
939,9140,25.0,1
940,9141,65.0,2
941,9143,47.0,1
942,9151,47.0,1
943,9174,37.0,1
944,9177,26.0,6
945,9183,31.0,3
946,9200,14.0,1
947,9203,69.0,3
948,9226,27.0,6
949,9227,24.0,20
950,9233,34.0,1
951,9246,40.0,1
952,9272,16.0,1
953,9281,20.0,1
954,9296,59.0,2
955,9302,36.0,1
956,9303,50.0,1
957,9314,23.0,1
958,9321,25.0,1
959,9340,35.0,1
960,9341,33.0,1
961,9347,25.0,1
962,9351,16.0,1
963,9354,30.0,12
964,9373,40.0,3
965,9389,25.0,1
966,9394,36.0,1
967,9408,34.0,3
968,9414,37.0,4
969,9417,26.0,37
970,9432,24.0,1
971,9440,21.0,5
972,9445,14.0,1
973,9446,19.0,1
974,9455,36.0,2
975,9486,46.0,1
976,9490,13.0,1
977,9492,19.0,1
978,9502,22.0,1
979,9516,27.0,2
980,9525,15.0,1
981,9555,29.0,1
982,9557,16.0,1
983,9568,44.0,7
984,9571,27.0,6
985,9574,33.0,11
986,9579,23.0,1
987,9603,32.0,1
988,9605,24.0,1
989,9613,34.0,27
990,9625,20.0,1
991,9652,34.0,1
992,9660,35.0,5
993,9703,25.0,1
994,9704,22.0,1
995,9714,40.0,2
996,9717,16.0,5
997,9718,35.0,4
998,9721,47.0,2
999,9735,16.0,1
1000,9773,47.0,1
1001,9776,25.0,1
1002,9787,16.0,2
1003,9800,36.0,1
1004,9803,18.0,1
1005,9806,25.0,4
1006,9838,42.0,1
1007,9846,45.0,3
1008,9850,29.0,1
1009,9856,22.0,40
1010,9882,23.0,1
1011,9884,32.0,1
1012,9893,50.0,1
1013,9899,50.0,1
1014,9908,36.0,29
1015,9918,17.0,2
1016,9924,17.0,1
1017,9943,32.0,1
1018,9952,22.0,2
1019,9960,20.0,2
1020,9991,43.0,2
1021,10001,47.0,2
1022,10003,20.0,1
1023,10030,66.0,13
1024,10047,20.0,3
1025,10063,35.0,2
1026,10067,61.0,1
1027,10069,41.0,1
1028,10071,17.0,1
1029,10076,34.0,1
1030,10090,26.0,1
1031,10112,26.0,2
1032,10114,23.0,1
1033,10118,44.0,14
1034,10124,50.0,1
1035,10134,19.0,1
1036,10138,41.0,1
1037,10164,34.0,1
1038,10199,17.0,13
1039,10205,22.0,1
1040,10209,29.0,1
1041,10215,34.0,3
1042,10221,29.0,1
1043,10233,22.0,1
1044,10239,31.0,1
1045,10241,27.0,13
1046,10250,45.0,1
1047,10284,23.0,1
1048,10309,22.0,1
1049,10313,37.0,1
1050,10315,18.0,7
1051,10325,18.0,1
1052,10336,26.0,1
1053,10351,15.0,2
1054,10354,15.0,20
1055,10372,20.0,1
1056,10373,17.0,2
1057,10390,33.0,2
1058,10394,21.0,2
1059,10401,43.0,1
1060,10406,55.0,1
1061,10469,28.0,1
1062,10494,25.0,1
1063,10497,46.0,1
1064,10501,31.0,1
1065,10512,35.0,2
1066,10532,29.0,7
1067,10546,28.0,1
1068,10560,27.0,68
1069,10561,16.0,1
1070,10571,25.0,1
1071,10578,16.0,1
1072,10590,22.0,2
1073,10594,57.0,1
1074,10596,43.0,1
1075,10601,58.0,2
1076,10607,60.0,5
1077,10619,33.0,4
1078,10623,26.0,1
1079,10630,23.0,1
1080,10642,49.0,1
1081,10649,27.0,1
1082,10654,16.0,2
1083,10660,37.0,5
1084,10686,27.0,1
1085,10687,28.0,1
1086,10697,20.0,4
1087,10710,13.0,1
1088,10716,54.0,2
1089,10729,35.0,2
1090,10737,37.0,1
1091,10750,24.0,1
1092,10758,25.0,1
1093,10776,29.0,1
1094,10794,35.0,1
1095,10813,45.0,2
1096,10819,27.0,46
1097,10829,38.0,3
1098,10830,21.0,2
1099,10840,51.0,1
1100,10852,26.0,1
1101,10857,38.0,1
1102,10912,32.0,1
1103,10921,65.0,3
1104,10924,20.0,2
1105,10932,49.0,2
1106,10940,45.0,1
1107,10951,62.0,2
1108,10965,22.0,7
1109,10969,59.0,1
1110,10985,38.0,4
1111,11006,49.0,1
1112,11031,38.0,1
1113,11065,46.0,1
1114,11078,52.0,2
1115,11080,50.0,1
1116,11101,26.0,1
1117,11120,58.0,8
1118,11124,30.0,1
1119,11151,51.0,1
1120,11155,27.0,2
1121,11156,50.0,1
1122,11169,27.0,1
1123,11172,27.0,1
1124,11187,60.0,1
1125,11192,49.0,2
1126,11198,45.0,6
1127,11201,30.0,2
1128,11203,48.0,1
1129,11206,62.0,3
1130,11208,40.0,1
1131,11224,51.0,33
1132,11231,37.0,4
1133,11240,36.0,1
1134,11250,13.0,1
1135,11260,37.0,2
1136,11279,29.0,3
1137,11285,32.0,1
1138,11287,54.0,1
1139,11298,45.0,2
1140,11321,17.0,1
1141,11325,23.0,4
1142,11335,54.0,1
1143,11341,45.0,1
1144,11374,48.0,1
1145,11387,55.0,1
1146,11401,17.0,1
1147,11403,48.0,1
1148,11425,15.0,2
1149,11435,61.0,3
1150,11438,53.0,1
1151,11450,62.0,1
1152,11453,36.0,1
1153,11457,26.0,1
1154,11464,16.0,3
1155,11477,45.0,1
1156,11489,28.0,1
1157,11497,32.0,1
1158,11517,57.0,5
1159,11520,45.0,1
1160,11521,24.0,4
1161,11554,35.0,3
1162,11581,56.0,1
1163,11593,35.0,1
1164,11594,63.0,2
1165,11621,40.0,6
1166,11624,16.0,1
1167,11629,21.0,26
1168,11643,34.0,4
1169,11648,60.0,1
1170,11652,33.0,1
1171,11657,25.0,20
1172,11667,26.0,1
1173,11668,35.0,1
1174,11681,29.0,1
1175,11687,47.0,20
1176,11690,30.0,3
1177,11711,26.0,1
1178,11724,42.0,26
1179,11737,31.0,1
1180,11741,29.0,1
1181,11768,14.0,1
1182,11776,31.0,2
1183,11788,30.0,8
1184,11795,41.0,1
1185,11819,52.0,1
1186,11898,25.0,1
1187,11908,20.0,2
1188,11924,19.0,5
1189,11940,52.0,1
1190,11944,21.0,9
1191,11951,65.0,1
1192,11971,37.0,1
1193,11974,29.0,1
1194,11993,37.0,43
1195,12014,33.0,1
1196,12024,26.0,1
1197,12035,39.0,1
1198,12080,50.0,2
1199,12081,19.0,3
1200,12091,44.0,1
1201,12100,26.0,19
1202,12110,43.0,2
1203,12111,40.0,1
1204,12112,40.0,4
1205,12120,32.0,1
1206,12122,26.0,2
1207,12138,36.0,1
1208,12143,51.0,4
1209,12154,41.0,13
1210,12202,19.0,5
1211,12203,16.0,1
1212,12209,18.0,6
1213,12220,46.0,2
1214,12225,20.0,1
1215,12231,28.0,1
1216,12233,33.0,2
1217,12238,31.0,1
1218,12246,15.0,2
1219,12253,39.0,2
1220,12264,39.0,1
1221,12270,14.0,1
1222,12272,18.0,11
1223,12281,23.0,1
1224,12282,23.0,3
1225,12283,66.0,1
1226,12285,38.0,2
1227,12293,42.0,1
1228,12294,19.0,1
1229,12307,19.0,1
1230,12326,33.0,1
1231,12328,28.0,3
1232,12330,30.0,2
1233,12331,31.0,4
1234,12333,18.0,1
1235,12341,28.0,1
1236,12348,23.0,6
1237,12361,41.0,1
1238,12362,54.0,3
1239,12366,33.0,1
1240,12387,21.0,1
1241,12388,28.0,3
1242,12390,27.0,1
1243,12411,57.0,1
1244,12423,52.0,3
1245,12453,14.0,1
1246,12457,36.0,4
1247,12471,32.0,1
1248,12474,17.0,1
1249,12484,23.0,1
1250,12490,40.0,2
1251,12491,29.0,1
1252,12492,17.0,1
1253,12495,28.0,2
1254,12512,34.0,2
